,Comment,comment_clean,sentiment_scores,compound_score,sentence_sentiment
127,Forms were developed,forms were developed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
128,quite impresive and on time,quite impresive and on time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
129,Developed website,developed website,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
130,He now knows the importance of a network and how to share resources,he now knows the importance of a network and how to share resources,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.5719}",0.5719,Good
134,Very much eager to learn and involve her self more in the activities,very much eager to learn and involve her self more in the activities,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.4173}",0.4173,Good
136,"- Good attitude and reception towards learning new things. 
- She was able to ask for help whenever she needed it.","good attitude and reception towards learning new things 
 she was able to ask for help whenever she needed it","{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.6808}",0.6808,Good
137,The pizza system has come a long way and it seems to have helped her learn how to navigate challenges. I would like to see it implemented in the business world in future if possible,the pizza system has come a long way and it seems to have helped her learn how to navigate challenges i would like to see it implemented in the business world in future if possible,"{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.4215}",0.4215,Good
138,student progressed well.,student progressed well,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.2732}",0.2732,Good
139,Checked and completed,checked and completed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
141,He understood the concept of hardware very well given his prior knowledge about some of the things.,he understood the concept of hardware very well given his prior knowledge about some of the things,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.3384}",0.3384,Good
142,This was new to him but nevertheless he managed to implement each aspect we talked about. Good work done,this was new to him but nevertheless he managed to implement each aspect we talked about good work done,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.5927}",0.5927,Good
143,He knows things to do with IP addresses theoretically but now am sure he know his to apply them too,he knows things to do with ip addresses theoretically but now am sure he know his to apply them too,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.4497}",0.4497,Good
144,He is very determined yo learn new things as most of the things talked about were new. Otherwise very good listener,he is very determined yo learn new things as most of the things talked about were new otherwise very good listener,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.7083}",0.7083,Good
145,This was a bit challenging in the beginning but picked up and understood the concept,this was a bit challenging in the beginning but picked up and understood the concept,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.0772}",0.0772,Good
146,She is a quick learner and can put things into practice,she is a quick learner and can put things into practice,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
147,Bridget was a very smart and active intern who showed interest in her assignments. She was always asking questions and very inquisitive though she had some difficulty with the terms used in the office. She has a high spirit of team work and was getting along with the staff well. She exhibited very good knowledge in networks and was good in application of networking skills. I noticed she pays close attention to instructions given to her and she was on track. I am very confident that her internship is going to be valuable because she is very disciplined and always seeking new ideas and knowledge.,bridget was a very smart and active intern who showed interest in her assignments she was always asking questions and very inquisitive though she had some difficulty with the terms used in the office she has a high spirit of team work and was getting along with the staff well she exhibited very good knowledge in networks and was good in application of networking skills i noticed she pays close attention to instructions given to her and she was on track i am very confident that her internship is going to be valuable because she is very disciplined and always seeking new ideas and knowledge,"{'neg': 0.019, 'neu': 0.759, 'pos': 0.222, 'compound': 0.9721}",0.9721,Excellent
148,"Namugema is very focused and good at time management. The tasks given to her were assessed and she was excellent and submitted them in time despite the internet shut down. She is always seeking  feedback and positively responds to criticism. She did all of the tasks asked of her and more. She felt comfortable enough to trust her instincts and handled many situations which alleviated much of our work load. I and the staff were all very impressed by her ability to assess the work and get things accomplished in a short work day. Our department trusted her to deal with device and network troubleshooting on her own, and she always delivered above and
beyond. I expected her to come in each day and know exactly what had to get done. She also did this with ease and was great about updating me, asked intelligent questions and picked everything up very quickly, which was the biggest advantage. She surpassed all expectations and really ran with everything we handed to her. I was very impressed with her communication, leadership, self-driven skills and traits as well as commitment to her work. There are times when she could report a bit late but used the time when in the office productively and accomplished a lot in the short time she was available. She was helpful to the staff and gave assistance.","namugema is very focused and good at time management the tasks given to her were assessed and she was excellent and submitted them in time despite the internet shut down she is always seeking  feedback and positively responds to criticism she did all of the tasks asked of her and more she felt comfortable enough to trust her instincts and handled many situations which alleviated much of our work load i and the staff were all very impressed by her ability to assess the work and get things accomplished in a short work day our department trusted her to deal with device and network troubleshooting on her own and she always delivered above and
beyond i expected her to come in each day and know exactly what had to get done she also did this with ease and was great about updating me asked intelligent questions and picked everything up very quickly which was the biggest advantage she surpassed all expectations and really ran with everything we handed to her i was very impressed with her communication leadership selfdriven skills and traits as well as commitment to her work there are times when she could report a bit late but used the time when in the office productively and accomplished a lot in the short time she was available she was helpful to the staff and gave assistance","{'neg': 0.008, 'neu': 0.821, 'pos': 0.171, 'compound': 0.9851}",0.9851,Excellent
149,"Namugema is highly intelligent, well organized, and motivated to work on varied assignments. Billbrain Technologies Ltd and staff were very impressed with her work ethics, enthusiasm, and drive. As indicated above she demonstrated a good base knowledge which allowed us to assign our internal financial transactions management system design and analysis to her to work our project team. Her work product was thorough, attention to detail was exceptional and she will a dedicated and ideal employee or leader to any company considering her for employment.",namugema is highly intelligent well organized and motivated to work on varied assignments billbrain technologies ltd and staff were very impressed with her work ethics enthusiasm and drive as indicated above she demonstrated a good base knowledge which allowed us to assign our internal financial transactions management system design and analysis to her to work our project team her work product was thorough attention to detail was exceptional and she will a dedicated and ideal employee or leader to any company considering her for employment,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.9728}",0.9728,Excellent
150,"Namugema Bridget has served as an intern with particular distinction. Her initiative to learn about business processes and do more hands on for system design was commendable. Bridget has great organizational skills, uses initiative and always follows through. I believe it has been a positive learning experience, learning some basic business etiquette (especially in a hierarchical
institution).  Awesome leadership skills, computer competency, very good communication skills, great team player and cooperation, fantastic time management, hardworking spirit are a great description of Bridget. Her internship time has been remarkable and we look forward to working with her any time. Overall she is an excellent intern and has been resourceful. She surely deserves an A","namugema bridget has served as an intern with particular distinction her initiative to learn about business processes and do more hands on for system design was commendable bridget has great organizational skills uses initiative and always follows through i believe it has been a positive learning experience learning some basic business etiquette especially in a hierarchical
institution  awesome leadership skills computer competency very good communication skills great team player and cooperation fantastic time management hardworking spirit are a great description of bridget her internship time has been remarkable and we look forward to working with her any time overall she is an excellent intern and has been resourceful she surely deserves an a","{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.9904}",0.9904,Excellent
